,Text,LDA_pred_number
2220,'Al igual que el mercado de los huesos de tigre del marfil las escamas de pangoln y el cuerno de rinoceronte tam ',Cronaca
2221,'A few years ago we wrote about the 36 questions that lead to love As the pandemic recedes the same questions c ',Cronaca
2222,'The ransomware attack on Irelands health system is entering its second week The group responsible just turned over a',Drama
2223,'The plywood boards affixed to storefronts in Minneapolis and elsewhere last year during social justice marches tell ',Action
2224,'Biden to every government agency Climate change will cause financial shockwaves Start getting ready ',Action
2225,'A California judge on Thursday dismissed a murder charge against a woman who delivered a stillborn child in 2019 af ',Politics
2226,'The federal authorities have confiscated 69 big cats from an Oklahoma animal park run by Jeffrey Lowe the man who ',Drama
2227,'For the first time in nearly three decades Alabama will allow yoga to be taught in its public schools but teacher ',Action
2228,'A judge in Mississippi on Thursday dismissed seconddegree murder charges against two police officers who were accu ',Politics
2229,'In 1876 mobs of white people told Chinese residents that they had until 3 pm to leave Antiochno exceptions After',Politics
2230,'President Biden on Thursday signed a bill meant to address a proliferation of assaults and other violent crimes aga ',Drama
2231,'Secretary of State Antony Blinken on Thursday confirmed that the US was no longer interested in buying Greenland ',Religion
2232,'A dark day for the BBC condemned by a respected former judge for a reporters deceitful methods accused of a 25year cov',Drama
2233,'The Senate Judiciary Committee approved President Bidens first two appeals court nominees over GOP opposition as ',Cronaca
2234,'Gov Larry Hogan announced that Maryland would partner with the states lottery to provide 2 million in prize mone ',Religion
2235,'Dubai on the Hudson A park on stilettos Love the analogies people have cooked up Whatever else it isand however compli',Religion
2236,'A major Supreme Court ruling on abortion just before midterm elections could upend political calculations for both ',Drama
2237,' did much important reporting foron the war in Tigray including accounts of atrocities and horrific',Cronaca
2238,'In Opinion \n\nIf you want to convince someone who is hesitant to get the vaccine whats the right thing to say Try ',Politics
2239,'A flurry of proposed measures that could soon become law would promote even greater loyalty to Texas in the states ',Religion
2240,'walks from the Blue Room to announce anAgreement and CeaseFire in the Gaza Conflict between Israel and Hamas',Action
2241,'Where do you go when no landlord will rent you a home For thousands of lowincome Americans roadside motels and a ',Politics
2242,'The idea that history is a project thats decided in the political arena is a recipe for disaster said Raul Ramos a',Cronaca
2243,'Public health officials and community groups in New York City are now going doortodoor to help overcome vaccine s ',Religion
2244,'The reporters from The Associated Press and The Huntsville Item a local outlet were waiting at an office across the str',Drama
2245,'An iceberg nearly half the size of Puerto Rico that broke off the edge of Antarctica last week is now the worlds l ',Cronaca
2246,'Joinandin a conversation withandabout Antonios hiring and dismissal f',Drama
2247,'Tennessee approved a law this week that bans genderconfirming hormone treatment for prepubescent minors the secon ',Action
2248,'FEMAs staff are overworked and worn out current and former employees sayand hurricane and wildfire season are just beginni',Politics
2249,'John Gargano 52 graduated from NYU and served as the schools keynote speaker on Thursday Its a comeback sto ',Cronaca
2250,'The husband of the mayor of Rochester New York was arrested on drug and gun charges the latest crisis for the ma ',Religion
2251,' ampwith members of congress after signing the COVID19 Hate Crimes Act into law in the East Room of the White',Religion
2252,'Breaking News An IsraelHamas ceasefire is set to begin now offering hope of a respite from fighting that killed ',Action
2253,'Many AsianAmericans in New York City are now arming themselves with selfdefense items after a spike in hate crime ',Drama
2254,'Biden seemed eager to say that a quiet relentless diplomacy style had worked ',Action
2255,'I got two extra Covid shots a pharmacist called out to a trickle of people coming through the turnstiles Anyon ',Action
2256,'NEW Were the men who forged Texas heroes Were they enslavers What would an 1836 Project consist of \n\nTexas is awa',Drama
2257,'Antioch California apologized for its treatment of Chinese immigrants who came to the city during the states gol ',Action
2258,'As with the market for tiger bones ivory pangolin scales and rhino horns theres a flourishing illegal global tr ',Action
2259,'Multiple missions and years of record disasters starting with Hurricane Harvey in 2017 have left FEMA employees s ',Religion
2260,'Im proud today President Biden said on Thursday after signing a bill addressing hate crimes against AsianAmer ',Drama
2261,'The CNN host Chris Cuomo offered PR advice to his brother New York Gov Andrew Cuomo after sexual harassment alle ',Religion
2262,'The Biden administration proposed a global tax on multinational corporations of at least 15 in the latest round of ',Action
2263,'The skies are clear blue the air dry and the temperature is in the mid70s Its a situation that calls for a beer ',Action
2264,'My message to all those of you who are hurting is we see you President Biden said on Thursday after signing a ',Drama
2265,'Breaking News Israel and Hamas have agreed to a ceasefire mediated by Egypt after days of fighting that claimed m ',Action
2266,'The protracted and expensive legal battle over Little Island a new park off the west side of Manhattan has led to ',Religion
2267,'Breaking News Israel and Hamas have agreed to a ceasefire mediated by Egypt after days of fighting that claimed m ',Action
2268,'Storms floods wildfires and conflict uprooted 405 million people around the world in 2020 It was the largest nu ',Politics
2269,'NEW The US will support a global minimum tax rate of 15 in bid to reach an international deal ',Drama
2270,'Breaking News Israel and Hamas appeared on the verge of a ceasefire that would take effect Friday after days of ',Action
2271,'Refusing to watch the video of George Floyds murder was an act of improvised refusal our critic at large ',Cronaca
2272,'President Biden signed a bill on Thursday meant to address hate crimes against AsianAmericans\n\nMy message to all ',Drama
